"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000044115",7910.29852590109,-0.114630186731146,0.106140361180858,-1.07998677841149,0.280148067885457,0.581179725853753
"ENSG00000044446",356.689036583677,-0.274501775767036,0.119469361818308,-2.29767508245759,0.0215802887700131,0.110850607214723
"ENSG00000044459",491.449622661436,0.280665174290469,0.186816034305544,1.50236126858057,0.133003833373685,0.378872625009189
"ENSG00000044524",50.3862299107338,-0.15461686637256,0.510785120876361,-0.302704327227235,0.762115199772548,0.917851563802383
"ENSG00000044574",15387.5003038436,-0.119427914879153,0.343027163195197,-0.348158769022013,0.727720950505103,0.904540621878851
"ENSG00000046604",29.8111982044127,0.599843194094154,1.53383444676393,0.391074274906068,0.695742335120546,0.890115224446736
"ENSG00000046647",351.572593044007,-0.0467248841573766,0.165867267851129,-0.281700450985384,0.778173208651561,0.924006821615464
"ENSG00000046651",549.256446777124,-0.0623495419378292,0.296443021546899,-0.210325551306544,0.833413594218628,0.945872222741028
"ENSG00000046653",1090.44600090453,-2.58449877770081,0.76506187601955,-3.37815653702076,0.000729735278602762,0.00802708806463038
"ENSG00000046889",33.8510131041939,1.15034619719727,0.875319953663416,1.31420081580775,0.188778634045601,0.464498507809881
"ENSG00000047056",546.042792581412,-0.283678548604094,0.120455986226413,-2.35503902704247,0.0185207604184813,0.0987755715341848
"ENSG00000047188",704.803499795986,-0.187275781276896,0.113829753098273,-1.64522698310006,0.0999230109933611,0.317653130403005
"ENSG00000047230",313.68939827557,0.0191292995228164,0.174698673070625,0.10949882552962,0.912806853260496,0.973954483726561
"ENSG00000047249",843.650844760326,-0.0544426768203045,0.119830614144708,-0.454330282865437,0.649591123053675,0.862930222639934
"ENSG00000047315",2258.54155516749,0.0189248399048615,0.0745261893594925,0.253935429511545,0.799545442898054,0.933575972478992
"ENSG00000047346",631.44658794454,0.0542451648214745,0.183082428295363,0.296288209231975,0.767009989604324,0.919564388955277
"ENSG00000047365",51.5117422995212,0.500586774265635,0.741117249743808,0.675448823298444,0.499390655275808,0.772371251836779
"ENSG00000047410",4537.25714084574,0.0154551224394614,0.0881589875628964,0.175309663446793,0.86083631902554,0.955415655661469
"ENSG00000047457",12.5212835608045,-0.584544194668629,0.537383753262135,-1.08775933608006,0.276701365417141,0.576737072855769
"ENSG00000047578",789.665614865696,0.0721925673288458,0.104541232018716,0.690565492053137,0.489838639530989,0.765234351097356
"ENSG00000047579",237.408875001972,-0.0374587498121236,0.133402521530507,-0.280794915885884,0.778867703347763,0.924137870503884
"ENSG00000047617",11.3652618083701,-0.44226049380933,0.524096239507778,-0.843853591135654,0.398751224284028,0.695023822114225
"ENSG00000047621",383.039011269454,0.359126306634351,0.162101586998773,2.21543979478171,0.026729892432701,0.129899533584561
"ENSG00000047634",443.90010057293,-0.227529355553359,0.143990423619209,-1.58017005460775,0.114067927569318,0.343624477524528
"ENSG00000047644",1543.5289294705,-0.333045999165502,0.150570819004525,-2.21188940438382,0.0269743075460118,0.130736631838174
"ENSG00000047648",456.833849456747,-0.0416767920794075,0.29884954407281,-0.139457439055867,0.889088685939469,0.965510982626947
"ENSG00000047662",6.21954247189801,-0.352349472937494,0.783274034606585,-0.449841891049623,0.652824449710371,0.864682512014216
"ENSG00000047849",16216.5127716972,-0.136686294965597,0.0894160684009077,-1.52865471956056,0.126350063076884,0.366605396022407
"ENSG00000047932",1414.66303783003,0.181903443466435,0.0728784556681698,2.49598378284356,0.012560834392845,0.0746113562934991
"ENSG00000047936",1.47636587215915,0.0398290172734615,1.60104042054988,0.0248769592336602,0.980153105413972,NA
"ENSG00000048028",530.00292439947,-0.0330446274462463,0.164169182708434,-0.201283985831458,0.840476523765637,0.948027592069131
